Gene_ID	KO_ID	Description	Pathway	Pathway Function	Major_Group
evm.model.CP144695.1_RagTag.1333	K10866	RAD50; DNA repair protein RAD50 [EC:3.6.-.-]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144693.1_RagTag.1246	K10865	MRE11; double-strand break repair protein MRE11	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144690.1_RagTag.1003	K10867	NBN, NBS1; nibrin	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144691.1_RagTag.2238	K10867	NBN, NBS1; nibrin	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144695.1_RagTag.2238	K10683	BARD1; BRCA1-associated RING domain protein 1	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144690.1_RagTag.1460	K15362	BRIP1, BACH1, FANCJ; fanconi anemia group J protein [EC:5.6.2.3]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144697.1_RagTag.356	K15362	BRIP1, BACH1, FANCJ; fanconi anemia group J protein [EC:5.6.2.3]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144697.1_RagTag.240	K15362	BRIP1, BACH1, FANCJ; fanconi anemia group J protein [EC:5.6.2.3]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144692.1_RagTag.2798	K10728	TOPBP1; topoisomerase (DNA) II binding protein 1	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144692.1_RagTag.2975	K10728	TOPBP1; topoisomerase (DNA) II binding protein 1	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144699.1_RagTag.3720	K20776	BABAM, NBA1, MERIT40; BRISC and BRCA1-A complex member 1	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144692.1_RagTag.1952	K10897	PALB2, FANCN; partner and localizer of BRCA2	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144691.1_RagTag.2504	K08775	BRCA2, FANCD1; breast cancer 2 susceptibility protein	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144696.1_RagTag.2564	K07466	RFA1, RPA1, rpa; replication factor A1	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144696.1_RagTag.739	K07466	RFA1, RPA1, rpa; replication factor A1	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144699.1_RagTag.317	K07466	RFA1, RPA1, rpa; replication factor A1	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144696.1_RagTag.1078	K10739	RFA2, RPA2; replication factor A2	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144692.1_RagTag.4417	K10740	RPA3; replication factor A3	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144695.1_RagTag.1190	K10880	XRCC3; DNA-repair protein XRCC3	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144690.1_RagTag.634	K10875	RAD54L, RAD54; DNA repair and recombination protein RAD54 and RAD54-like protein [EC:5.6.2.-]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144694.1_RagTag.118	K10875	RAD54L, RAD54; DNA repair and recombination protein RAD54 and RAD54-like protein [EC:5.6.2.-]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144695.1_RagTag.3430	K10875	RAD54L, RAD54; DNA repair and recombination protein RAD54 and RAD54-like protein [EC:5.6.2.-]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144696.1_RagTag.1655	K10875	RAD54L, RAD54; DNA repair and recombination protein RAD54 and RAD54-like protein [EC:5.6.2.-]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144699.1_RagTag.2294	K02327	POLD1; DNA polymerase delta subunit 1 [EC:2.7.7.7]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144692.1_RagTag.3194	K02328	POLD2; DNA polymerase delta subunit 2	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144699.1_RagTag.1988	K03504	POLD3; DNA polymerase delta subunit 3	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144692.1_RagTag.1188	K03505	POLD4; DNA polymerase delta subunit 4	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144700.1_RagTag.1258	K03505	POLD4; DNA polymerase delta subunit 4	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144691.1_RagTag.257	K10901	BLM, RECQL3, SGS1; bloom syndrome protein [EC:5.6.2.4]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144694.1_RagTag.2826	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144694.1_RagTag.3249	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144695.1_RagTag.788	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144695.1_RagTag.1358	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144696.1_RagTag.2421	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144699.1_RagTag.1150	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144699.1_RagTag.2290	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144700.1_RagTag.755	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144700.1_RagTag.4269	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144700.1_RagTag.151	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144700.1_RagTag.5290	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144700.1_RagTag.1074	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.contig_2352.4	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144693.1_RagTag.1965	K08991	MUS81; crossover junction endonuclease MUS81 [EC:3.1.22.-]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144691.1_RagTag.507	K10882	EME1, MMS4; crossover junction endonuclease EME1 [EC:3.1.22.-]	Homologous recombination	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144691.1_RagTag.158	K10884	XRCC6, KU70, G22P1; ATP-dependent DNA helicase 2 subunit 1	Non-homologous end-joining	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144700.1_RagTag.1178	K10885	XRCC5, KU80, G22P2; ATP-dependent DNA helicase 2 subunit 2	Non-homologous end-joining	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144695.1_RagTag.1333	K10866	RAD50; DNA repair protein RAD50 [EC:3.6.-.-]	Non-homologous end-joining	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144693.1_RagTag.1246	K10865	MRE11; double-strand break repair protein MRE11	Non-homologous end-joining	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144692.1_RagTag.3099	K04799	FEN1, RAD2; flap endonuclease-1 [EC:3.1.-.-]	Non-homologous end-joining	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144691.1_RagTag.27	K06640	ATR; serine/threonine-protein kinase ATR [EC:2.7.11.1]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144699.1_RagTag.2507	K11137	TELO2, TEL2; telomere length regulation protein	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144694.1_RagTag.2111	K06054	HES1; hairy and enhancer of split 1	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144691.1_RagTag.1887	K10889	FANCB; fanconi anemia group B protein	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.contig_435.5	K10894	FANCG; fanconi anemia group G protein	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144692.1_RagTag.3305	K15361	WDR48, UAF1; WD repeat-containing protein 48	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144691.1_RagTag.2504	K08775	BRCA2, FANCD1; breast cancer 2 susceptibility protein	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144692.1_RagTag.1952	K10897	PALB2, FANCN; partner and localizer of BRCA2	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144690.1_RagTag.1460	K15362	BRIP1, BACH1, FANCJ; fanconi anemia group J protein [EC:5.6.2.3]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144697.1_RagTag.356	K15362	BRIP1, BACH1, FANCJ; fanconi anemia group J protein [EC:5.6.2.3]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144697.1_RagTag.240	K15362	BRIP1, BACH1, FANCJ; fanconi anemia group J protein [EC:5.6.2.3]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144692.1_RagTag.2893	K10858	PMS2; DNA mismatch repair protein PMS2	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144696.1_RagTag.1259	K03515	REV1; DNA repair protein REV1 [EC:2.7.7.-]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144691.1_RagTag.1375	K02350	REV3L, POLZ; DNA polymerase zeta [EC:2.7.7.7]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144700.1_RagTag.1652	K03509	POLH; DNA polymerase eta [EC:2.7.7.7]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144690.1_RagTag.3078	K16618	POLN; DNA polymerase nu [EC:2.7.7.7]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144694.1_RagTag.2826	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144694.1_RagTag.3249	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144695.1_RagTag.788	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144695.1_RagTag.1358	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144696.1_RagTag.2421	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144699.1_RagTag.1150	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144699.1_RagTag.2290	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144700.1_RagTag.755	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144700.1_RagTag.4269	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144700.1_RagTag.151	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144700.1_RagTag.5290	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144700.1_RagTag.1074	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.contig_2352.4	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144691.1_RagTag.257	K10901	BLM, RECQL3, SGS1; bloom syndrome protein [EC:5.6.2.4]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144696.1_RagTag.2564	K07466	RFA1, RPA1, rpa; replication factor A1	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144696.1_RagTag.739	K07466	RFA1, RPA1, rpa; replication factor A1	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144699.1_RagTag.317	K07466	RFA1, RPA1, rpa; replication factor A1	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144696.1_RagTag.1078	K10739	RFA2, RPA2; replication factor A2	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144692.1_RagTag.4417	K10740	RPA3; replication factor A3	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144693.1_RagTag.1965	K08991	MUS81; crossover junction endonuclease MUS81 [EC:3.1.22.-]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144691.1_RagTag.507	K10882	EME1, MMS4; crossover junction endonuclease EME1 [EC:3.1.22.-]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144696.1_RagTag.2011	K10848	ERCC4, XPF; DNA excision repair protein ERCC-4 [EC:3.1.-.-]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144691.1_RagTag.1670	K15078	SLX1; structure-specific endonuclease subunit SLX1 [EC:3.6.1.-]	Fanconi anemia pathway	09124 Replication and repair	09120 Genetic Information Processing
evm.model.CP144691.1_RagTag.679	K11654	SMARCA5, SNF2H, ISWI; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 [EC:5.6.2.-]	ATP-dependent chromatin remodeling	09126 Chromosome	09120 Genetic Information Processing
evm.model.CP144700.1_RagTag.5835	K11655	BAZ1A, ACF1; bromodomain adjacent to zinc finger domain protein 1A	ATP-dependent chromatin remodeling	09126 Chromosome	09120 Genetic Information Processing
