Gene_Name	GO_ID	GO_Name	GO_Annotation	GO_Aspect
evm.model.CP144692.1_RagTag.4194	GO:0004672	protein kinase activity	Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP.	molecular_function
evm.model.CP144692.1_RagTag.3510	GO:0004674	protein serine/threonine kinase activity	Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate, and ATP + protein threonine = ADP + protein threonine phosphate.	molecular_function
evm.model.CP144698.1_RagTag.641	GO:0016491	oxidoreductase activity	Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced.	molecular_function
evm.model.CP144696.1_RagTag.1116	GO:0005770	late endosome	A prelysosomal endocytic organelle differentiated from early endosomes by lower lumenal pH and different protein composition. Late endosomes are more spherical than early endosomes and are mostly juxtanuclear, being concentrated near the microtubule organizing center.	cellular_component
evm.model.CP144692.1_RagTag.2017	GO:0009736	cytokinin-activated signaling pathway	The series of molecular signals generated by the binding of a cytokinin to a receptor, and ending with the regulation of a downstream cellular process, e.g. transcription.	biological_process
evm.model.CP144693.1_RagTag.359	GO:0020037	heme binding	Binding to a heme, a compound composed of iron complexed in a porphyrin (tetrapyrrole) ring.	molecular_function
evm.model.CP144698.1_RagTag.1319	GO:0005829	cytosol	The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes.	cellular_component
evm.model.CP144699.1_RagTag.2383	GO:0006486	protein glycosylation	A protein modification process that results in the addition of a carbohydrate or carbohydrate derivative unit to a protein amino acid, e.g. the addition of glycan chains to proteins.	biological_process
evm.model.CP144694.1_RagTag.3117	GO:0003723	RNA binding	Binding to an RNA molecule or a portion thereof.	molecular_function
evm.model.CP144700.1_RagTag.5891	GO:0003677	DNA binding	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	molecular_function
evm.model.CP144696.1_RagTag.300	GO:0006897	endocytosis	A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a part of the plasma membrane to form a new membrane-bounded vesicle.	biological_process
evm.model.CP144692.1_RagTag.320	GO:0048364	root development	The process whose specific outcome is the progression of the root over time, from its formation to the mature structure. The root is the water- and mineral-absorbing part of a plant which is usually underground, does not bear leaves, tends to grow downwards and is typically derived from the radicle of the embryo.	biological_process
evm.model.CP144691.1_RagTag.1583	GO:0005811	lipid droplet	An intracellular non-membrane-bounded organelle comprising a matrix of coalesced lipids surrounded by a phospholipid monolayer. May include associated proteins.	cellular_component
evm.model.CP144693.1_RagTag.2048	GO:0015137	citrate transmembrane transporter activity	Enables the transfer of citrate, 2-hydroxy-1,2,3-propanetricarboyxlate, from one side of a membrane to the other.	molecular_function
evm.model.CP144700.1_RagTag.534	GO:0005680	anaphase-promoting complex	A ubiquitin ligase complex that degrades mitotic cyclins and anaphase inhibitory protein, thereby triggering sister chromatid separation and exit from mitosis. Substrate recognition by APC occurs through degradation signals, the most common of which is termed the Dbox degradation motif, originally discovered in cyclin B.	cellular_component
evm.model.CP144699.1_RagTag.2522	GO:0000427	plastid-encoded plastid RNA polymerase complex	An RNA polymerase complex containing polypeptides encoded by the plastid genome. Plastid-encoded DNA-directed RNA polymerases resemble eubacterial multisubunit RNA polymerases, with a core composed of alpha, beta, and beta-prime subunits. Some forms contain multiple additional subunits. An additional sigma factor subunit is required for promoter recognition.	cellular_component
evm.model.CP144695.1_RagTag.2039	GO:0005737	cytoplasm	The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	cellular_component
evm.model.CP144696.1_RagTag.1677	GO:0015095	magnesium ion transmembrane transporter activity	Enables the transfer of magnesium (Mg) ions from one side of a membrane to the other.	molecular_function
evm.model.CP144690.1_RagTag.207	GO:0005886	plasma membrane	The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.	cellular_component
evm.model.CP144700.1_RagTag.6164	GO:0003676	nucleic acid binding	Binding to a nucleic acid.	molecular_function
evm.model.CP144692.1_RagTag.2761	GO:0051513	regulation of monopolar cell growth	Any process that modulates the frequency, rate or extent of monopolar cell growth, polarized growth from one end of a cell.	biological_process
evm.model.CP144699.1_RagTag.3168	GO:0005737	cytoplasm	The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	cellular_component
evm.model.CP144690.1_RagTag.3805	GO:0000178	exosome (RNase complex)	A ribonuclease complex that has 3-prime to 5-prime exoribonuclease activity and possibly endoribonuclease activity, producing 5-prime-phosphomonoesters. Participates in a multitude of cellular RNA processing and degradation events preventing nuclear export and/or translation of aberrant RNAs. Restricted to processing linear and circular single-stranded RNAs (ssRNA) only. RNAs with complex secondary structures may have to be unwound or pre-processed by co-factors prior to entering the complex, esp if the 3-prime end is structured.	cellular_component
evm.model.CP144700.1_RagTag.5105	GO:0005524	ATP binding	Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.	molecular_function
evm.model.CP144690.1_RagTag.3281	GO:0004497	monooxygenase activity	Catalysis of the incorporation of one atom from molecular oxygen into a compound and the reduction of the other atom of oxygen to water.	molecular_function
evm.model.CP144693.1_RagTag.315	GO:0003723	RNA binding	Binding to an RNA molecule or a portion thereof.	molecular_function
evm.model.CP144692.1_RagTag.3829	GO:0000145	exocyst	A protein complex peripherally associated with the plasma membrane that determines where vesicles dock and fuse. At least eight complex components are conserved between yeast and mammals.	cellular_component
evm.model.CP144697.1_RagTag.1429	GO:0000375	RNA splicing, via transesterification reactions	Splicing of RNA via a series of two transesterification reactions.	biological_process
evm.model.CP144699.1_RagTag.53	GO:0016567	protein ubiquitination	The process in which one or more ubiquitin groups are added to a protein.	biological_process
evm.model.CP144700.1_RagTag.1428	GO:0005267	potassium channel activity	Enables the energy-independent facilitated diffusion of a potassium ion through a transmembrane aqueous pore or channel.	molecular_function
evm.model.CP144696.1_RagTag.2841	GO:0015297	antiporter activity	Enables the active transport of a solute across a membrane by a mechanism whereby two or more species are transported in opposite directions in a tightly coupled process not directly linked to a form of energy other than chemiosmotic energy. The reaction is: solute A(out) + solute B(in) = solute A(in) + solute B(out).	molecular_function
evm.model.CP144695.1_RagTag.2274	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	cellular_component
evm.model.CP144692.1_RagTag.752	GO:0003714	transcription corepressor activity	A transcription coregulator activity that represses or decreases the transcription of specific gene sets via binding to a DNA-binding transcription factor at a specific genomic locus, either on its own or as part of a complex. Corepressors often act by altering chromatin structure and modifications. For example, one class of transcription corepressors modifies chromatin structure through covalent modification of histones. A second class remodels the conformation of chromatin in an ATP-dependent fashion. A third class modulates interactions of DNA-bound DNA-binding transcription factors with other transcription coregulators.	molecular_function
